comments,sentiment
"['вместо', 'этот', 'красный', 'крыло', 'первый', 'упоминаться', 'автор', 'запихнуть', 'известный', 'бэковыя', 'орден', 'поедатель', 'плоть', 'например', 'ангел', 'обагрить']",0
"['демон', 'называть', 'император', 'анафема', 'орк', 'отвращение', 'понятно', 'император', 'орк']",0
"['помнить', 'бэк', 'сей', 'пора', 'орк', 'кхорнит', 'орк', 'нурглита']",1
"['это', 'что']",1
['книжка'],0
"['нравиться', 'автор', 'астартёс', 'вдохновить', 'столько', 'фанат', 'такой', 'деятельность', 'надеяться', 'гв', 'мозг', 'осознать', 'благодаря', 'это', 'человек', 'делать', 'очень', 'годный', 'официальный', 'контент']",0
"['бруталый', 'кунин']",0
"['плохой', 'ультрамарин']",0
"['книга', 'маленький', 'глава', 'пиздострадание', 'адмех', 'хсм', 'назвать', 'хороший']",0
"['еле', 'двигаться']",0
"['инквизитор', 'даговера', 'увидеть', 'проявление', 'сила', 'эфраель', 'штерн']",0
"['опанька', 'один', 'мерисьюшка']",0
"['также', 'инквизитор', 'даговера']",0
"['мэрись', 'весь', 'мэрись', 'мэрись']",0
"['йню', 'прочитать', 'короче', 'понять', 'рей', 'мир', 'сказать', 'наш', 'ответ', 'зв']",1
"['нездоровый', 'тенденция', 'вархаммер', 'наркомания', 'пойти']",1
"['шиза', 'спорить', 'чей', 'глюк', 'крутой', 'несущий', 'слово', 'злорадствовать', 'вера', 'миллиард', 'против', 'твой', 'вера', 'один', 'это', 'давать', 'эфраель', 'подсказка', 'слабость', 'несущий', 'слово', 'несущий', 'слово', 'должный', 'использовать', 'вера', 'другой', 'сам', 'сомнение', 'вера', 'недостаточно', 'сильный', 'время', 'вера', 'эфраель', 'штерн', 'непоколебимый', 'пройти']",1
"['такой', 'впечатление', 'сам', 'написать']",1
"['моделька', 'эльдар', 'основа', 'данмер', 'скайрим']",1
"['эфраель', 'штерн']",0
"['стоп', 'друг', 'раса', 'стрёмный', 'чувак', 'пытаться', 'ломать', 'героиня', 'психически', 'тот', 'давать', 'отпор', 'гигантский', 'цитатель', 'планета']",1
"['селестина', 'единственный', 'сороритас', 'который', 'действовать', 'нуль', 'поле', 'типо', 'демон', 'принц', 'император', 'штерн', 'демон', 'значит', 'должный', 'происходить']",1
"['множиться', 'демон', 'принц', 'император', 'баба']",0
"['знать', 'это', 'мс', 'это', 'наверное', 'мощный', 'сайтама']",1
"['подробный', 'откуда', 'сила', 'откуда', 'арлекин', 'арлекин', 'живой', 'неужели', 'вправду', 'друг', 'хотеть', 'почитать', 'библиотека']",1
"['империум', 'мощный', 'псайкер', 'живой', 'святой', 'проводник', 'сила', 'импить']",1
"['спасибо', 'познавательный', 'сразу', 'стать', 'понятно']",1
"['говорить', 'гв', 'ввести', 'новый', 'боевой', 'ресурс', 'псайкерский', 'физический', 'сила', 'вархаммер', 'познать', 'такой', 'сила', 'вера', 'вариант', 'гв', 'вернуться', 'исток', 'писать', 'канон', 'довчик', 'ехидный', 'колобок', 'ряд', 'проникнуть', 'адепт', 'рпц', 'подсказать', 'требовать', 'народ', 'ехидный', 'колобок']",1
"['спасибо', 'перевод', 'глядеть', 'дописать', 'инквизитор', 'дефей', 'сервитор', 'гравьер']",1
"['остаться', 'столкнуть', 'мефистон', 'битва', 'век', 'нетонущий', 'против', 'прозрачный']",1
"['напоминать', 'чак', 'норис']",0
"['представлять', 'полыхать', 'поклонник', 'тысячник', 'пост', 'оказываться', 'сила', 'черпать', 'варпа', 'сам', 'демон', 'это', 'признавать', 'хотя', 'скорее', 'выбрать', 'вилка', 'вариант', 'понять']",1
"['вархамер', 'аниме', 'вс', 'этот', 'ида', 'прич', 'момент', 'эфраэль', 'смочь', 'варпа', 'линейно', 'направлять', 'корабль', 'самый', 'главный', 'бек', 'последний', 'корабль', 'варп', 'направлять', 'четв', 'рка', 'нужно', 'спасать', 'хорусый', 'волча', 'погибель', 'скорее', 'сам', 'конец', 'мстить', 'сын', 'классный', 'момент', 'альфа', 'примус', 'диалог', 'мессаний', 'сказать', 'тот', 'варпа', 'пробудиться', 'великий', 'сила', 'ранний', 'человечество', 'лидер', 'материальный', 'вселенная', 'вс', 'измениться', 'однако', 'наряду', 'тьма', 'пробудиться', 'свет', 'целестин', 'эфраель', 'разный', 'смысл', 'судить', 'весь', 'буквально', 'часть', 'император', 'время', 'целестин', 'единственный', 'пример', 'успешный', 'реализация', 'проект', 'император', 'мефистон', 'немного', 'точно', 'сангвиния', 'уговорить', 'стать', 'сосуд', 'воплощение', 'варпа', 'рной', 'ярость']",0
"['чета', 'похоже', 'вольный', 'фанфик', 'любить', 'оркать']",0
['жуба'],0
"['фбшечка', 'это', 'лайк']",0
"['догадываться', 'это', 'филиал', 'фикбук', 'такой', 'сьюшность', 'ссаный', 'тапка', 'закидать']",1
"['этот', 'отдача', 'лазгановый']",0
"['получиться', 'зохавать', 'тиранид']",0
"['хаос', 'кезда', 'расходиться', 'ребзя']",0
"['спасибо', 'блеванула']",1
"['хентай', 'секуууундочка']",0
"['чета', 'слишком', 'раздутый']",0
"['самый', 'плохой', 'нарисовать', 'губа', 'видеть', 'год', 'переставать', 'удивлять', 'сам', 'конец']",0
"['гадость', 'убрать', 'мой']",0
"['подсказать', 'пожалуйста', 'цикл', 'ересь', 'хорусый', 'дочитать', 'весь', 'роман', 'рассказ', 'волчий', 'погибель', 'русс', 'камикадзе', 'далёкий', 'титаносмерть', 'наличие', 'ладный', 'далёкий', 'становиться', 'понятно', 'какой', 'порядок', 'читать', 'либо', 'погрести', 'кинжал', 'раб', 'тьма', 'либо', 'сначала', 'раб', 'кинжал']",1
"['возвращение', 'сранна', 'сьюхий', 'очень', 'древний']",0
"['миксана', 'нервно', 'покуривпать', 'сторонка']",0
"['ребята', 'нормальный', 'арт', 'самка', 'тау', 'очеловечивание']",1
"['думать', 'зуб', 'выпирать', 'это', 'нижний', 'губа']",0
"['скоро', 'порно', 'появиться']",0
"['портить', 'такой', 'болона', 'еретик', 'чувствовать', 'культ', 'сланеш']",0
"['сразу', 'вялый', 'разлом', 'закрыть', 'сенька', 'шапка', 'всякий', 'культистовый', 'развоплощать']",1
"['передоз', 'слаанешит']",0
"['фу', 'отвратительный', 'нарисовать', 'гетеросексуальность', 'упасть', 'несколько', 'процент']",0
"['техножрица', 'любитель', 'техножрица', 'просвещаться']",1
"['великолепно', 'спасибо']",1
"['блин', 'взрослый', 'женщина', 'возраст', 'увлекаться', 'это', 'извращенок']",1
['живой'],1
"['вырезать', 'прибыть', 'император']",1
"['ваш', 'аниме']",1
"['аниме', 'рисовка']",1
['отвратительный'],0
"['первобытный', 'инстинкт', 'молчать', 'сказать', 'автор']",0
"['ожидать', 'писать', 'аннадейл', 'гигантомания', 'весь', 'краса', 'штерн', 'сам', 'слишком', 'сильный', 'старый', 'бэк', 'новый']",0
"['демон', 'вылезти', 'псайкер', 'какой', 'тело', 'жить', 'варпа', 'вылезать', 'псайкер', 'материум', 'это', 'похоже', 'ксеносов']",0
"['похоже', 'херовый', 'фанфик']",0
"['говориться', 'таусасать']",1
"['такой', 'ощущение', 'прочитать', 'фанфик']",0
"['рота', 'смерть', 'примарис', 'кто', 'хотеть', 'выпилить', 'пойти', 'далёкий', 'хорусый', 'искать', 'левиафан', 'вообще', 'звать', 'шепард', 'помещать', 'галактический', 'экстерминатус', 'красный', 'концовка']",1
"['бедный', 'кал', 'превратить']",0
"['железный', 'война', 'хороший', 'грязь', 'хаос', 'всякий', 'мутация', 'должный', 'эталон', 'космодесант']",1
"['страшный', 'какой', 'тиктокёрша', 'чтоль']",0
"['остаться', 'найти', 'кто', 'бейнблейд', 'император']",1
"['дыня', 'такой', 'огромный', 'эстетично']",0
"['мефистон', 'сильный']",1
"['честно', 'говорить', 'понимать', 'гореть', 'первый', 'появляться', 'всемогущий', 'персонаж', 'учитывать', 'особенность', 'такой', 'необычный']",1
"['прислать', 'значит', 'космоморяк', 'зачищать', 'псайкер', 'самый', 'псайкерский', 'псайкер', 'знак', 'хаос', 'ксенопоклонничество', 'голый', 'тело', 'пароботитель', 'паробастить']",0
['голубец'],0
"['большинство', 'прям', 'слюна', 'изойти', 'рад', 'немногий', 'сильный', 'персонаж', 'сгорать', 'империум', 'хаос', 'вон', 'сынок', 'предатель', 'численный', 'перевес', 'куча', 'демонический', 'шестёрка', 'вообще', 'ре', 'поганый', 'сущность', 'против', 'один', 'полумёртвый', 'император', 'эммм', 'кхарна', 'который', 'никак', 'конёк', 'откинуть', 'являться', 'огромный', 'проблема', 'стоить', 'подобный', 'новость', 'подбросить', 'сразу', 'рояль', 'сыпаться', 'небо', 'считать', 'это', 'справедливо']",1
"['рисовать', 'это', 'лицо', 'какой', 'детский', 'травма', 'возможно', 'который', 'замешать', 'отчим']",0
"['хотя', 'текстура', 'уровень', 'доползти', 'хлеб', 'всратай', 'медлительность', 'просто', 'вырвиглазный']",1
"['тупой', 'дерьмо', 'тупой', 'дерьмо']",0
"['послать', 'нах', 'ть', 'фемишиз', 'ки', 'гв', 'заседать']",0
"['всякий', 'псайкер', 'император', 'чётко', 'говорить', 'жиллиман', 'рот', 'показать', 'жижжито', 'жужелица', 'слюна', 'пустить']",1
"['дух', 'сангвиния', 'немой', 'соединяться', 'гусеница', 'космодесантный']",0
"['это', 'всрато']",0
"['это', 'новый', 'часть', 'выйти', 'вид', 'первый', 'лицо', 'стратегия']",1
"['уродливый', 'перебор']",1
"['хаос', 'год', 'понимать', 'скоро', 'закончиться', 'разойтись', 'дом']",0
"['мдаа', 'чета', 'высокий', 'демон', 'вообще', 'мобова', 'превратиться']",0
"['бог', 'варпа', 'хреноносец', 'хорусый', 'смочь', 'убедить', 'сильный', 'зависимый', 'ничто', 'брать', 'админ', 'дать', 'спойлер', 'чернокожий']",0
"['читать', 'такой', 'невольно', 'всплывать', 'вопрос', 'такой', 'нерушимый', 'защитник', 'какой', 'хрен', 'демон', 'отогнать', 'импить', 'трон', 'освободить', 'примарх', 'варпа', 'вытащить']",0
"['ересь', 'сжечь']",1
"['хавус', 'соснуть', 'проглот', 'галактика', 'быть', 'править', 'бойз']",0
"['нечего', 'нурглита', 'фарма', 'черепов', 'кровь', 'понимать']",0
"['сидеть', 'дурак', 'листать', 'пытаться', 'понять', 'это', 'это', 'авторский', 'персонаж', 'оказываться']",0
"['художник', 'какой', 'трабла']",0
"['пошлость', 'звенящий', 'пошлость', 'серьёзно', 'просто', 'нравиться', 'пропорция', 'выглядеть', 'неестественно', 'гротескно']",0
"['круто', 'решить', 'сделать', 'такой', 'хаосня']",1
"['ставить', 'пацан', 'поддаться', 'слаанеш']",1
"['орк', 'хаос']",1
"['понимать', 'хоситочка', 'цензура', 'пропустить']",0
"['требовать', 'миниатюра', 'данные', 'артам']",0
"['ванючка', 'зог', 'орк', 'вааааааааагха']",1
"['таусянка', 'вопрос']",1
"['просто', 'оставить', 'это']",1
"['общий', 'понятно', 'тот', 'прошлый', 'книга', 'читать', 'очень', 'интересно', 'книга', 'выйти', 'поздно', 'райт', 'бездарь']",1
"['альфария', 'быть']",0
"['заниматься', 'орден', 'первый', 'основание', 'думать', 'сражаться', 'империум', 'новый', 'территория', 'захватывать', 'такой', 'дух']",1
"['дочитать', 'второй', 'книга', 'думать', 'второй', 'закончиться']",0
"['фига', 'это', 'волк', 'стать', 'мощный', 'руный', 'жрец', 'рагнара', 'спасти', 'минька', 'отрабатывать', 'лорд', 'становиться', 'чета']",0
"['эльдрада', 'переживать', 'империум', 'эльдар']",1
"['вопрос', 'тема', 'мёртвый', 'бот', 'просто', 'шахматы', 'катать']",0
"['нихрен', 'терранский', 'морпех', 'приодеть', 'вспоминать', 'доспех', 'судьба', 'фраза', 'вечный', 'заложник', 'скафандр', 'продолжать', 'ржать']",1
"['книга', 'волков', 'держать', 'планка', 'скукотище']",1
"['тау', 'рептилия', 'откуда']",1
"['девачка', 'снова', 'плач']",0
"['очень', 'грустно', 'фига', 'они', 'рожа', 'покрас', 'решать', 'слишком', 'перекатить', 'лилит', 'это', 'позор', 'прям', 'против', 'такой', 'телосложение', 'иметь', 'оно', 'вообще', 'персонаж', 'изящный', 'грациозный', 'ловкий', 'стремительный', 'лёгкий', 'чисто', 'берсакбойбаба', 'который', 'скорее', 'чисто', 'забить', 'этот', 'нож', 'аки', 'ангрон', 'выдать', 'перформанс', 'поражающий', 'небо', 'вект']",0
"['лола', 'лилит', 'лицо', 'съесть', 'отравить', 'лимон', 'девчата', 'вполне', 'симпатичный', 'жить', 'аоса']",1
"['браво', 'гв', 'слепить', 'относительно', 'красивый', 'слаанешит', 'один', 'страшный', 'жирный', 'эльдарка', 'пятидесятый', 'размер', 'нога']",0
['нравиться'],1
"['прям', 'жаль', 'старый', 'минька']",0
"['слаанеш', 'воскреснуть']",0
"['бассейн', 'масло', 'немедленно']",1
"['срач', 'вайф']",0
"['мда', 'прошлый', 'версия', 'минька', 'лилит', 'явно']",0
"['палатин', 'имя', 'битва', 'век', 'нонейм', 'сестра', 'лелита']",0
"['хороший', 'ярл', 'крампус']",1
"['наплечник', 'зелёный', 'ангел', 'декоративный', 'монашеский', 'роба', 'очередной', 'гамбит', 'азраил', 'новый', 'уровень', 'добыча', 'информация', 'альфария', 'крутиться', 'гроб', 'время', 'предатель', 'называть']",1
"['лютереть', 'кукуха', 'поехать']",0
"['тот', 'сторона', 'сражаться']",0
['импить'],0
"['автор', 'михаил', 'савьер']",1
"['император', 'весь', 'год', 'хороший', 'мальчик', 'сайфер', 'решить', 'такой', 'образ', 'тронный', 'зал', 'проникнуть']",1
"['эт', 'кстати', 'арт', 'альтернативный', 'ересь', 'император', 'тёмный', 'бог']",1
"['выглядеть', 'чета', 'молех']",0
"['малькадор', 'новый', 'редкий', 'пикт', 'восстановить', 'цвет', 'частный', 'коллекция']",1
['эббинатор'],0
"['император', 'всемогущий', 'лилит', 'нога', 'толща', 'сестра', 'битва', 'силовой', 'брон']",1
"['император', 'сексуальный']",1
"['мифистон', 'похожий', 'казаться']",1
"['слаанешит', 'завезти', 'обновление', 'ребёнок', 'император']",0
"['сант', 'космодесант']",0
"['лилит', 'какаять', 'огринша', 'печально', 'умереть']",0
"['остальной', 'минька', 'тэ', 'обновлять', 'видимо', 'собираться']",0
"['синтоловый', 'лилит', 'это', 'мда', 'старый', 'минька']",0
"['чтожий', 'новый', 'морталый', 'слаанеш', 'выглядеть', 'очень', 'один', 'всратай', 'минька', 'думать', 'легко', 'заменить']",0
"['лучник', 'бред', 'попробовать', 'отправить', 'отряд', 'лучник', 'против', 'отряд', 'калашников', 'исход', 'очевидный']",1
"['сты', 'мускулистый', 'сильный', 'независимый', 'женщина', 'который', 'начать', 'пихать']",1
"['дед', 'мороз', 'приходить', 'крутой', 'рокер', 'который', 'пропускать', 'репа', 'жечь', 'концерт']",0
"['импить', 'урод', 'сзади']",0
"['поздравить', 'день', 'рождение', 'товарищ']",0
"['др', 'хороший', 'ты', 'админ']",1
"['поздравлять', 'хороший', 'одмена']",1
"['день', 'рождение']",1
"['др', 'хороший']",1
"['это', 'сиська', 'большой']",1
"['благославение', 'слаанеш']",0
"['день', 'рождение', 'поздравлять', 'полностью', 'твой', 'картинка', 'плохой', 'очень', 'поздравлять']",1
"['последний', 'адмэн', 'год', 'день', 'таки', 'лёша']",0
"['желать', 'столько', 'благословение', 'слаанеш', 'сколько', 'год', 'админ']",1
['др'],1
"['день', 'рождение', 'боевой', 'брат', 'сиська', 'понимать', 'попка']",1
"['друже', 'любитель', 'грудь', 'большой', 'высказывать', 'ты', 'самый', 'великое', 'уважение', 'почитать', 'самый', 'добрый', 'слово', 'ты', 'просто', 'тупой', 'знать', 'качественно', 'уметь']",1
"['день', 'рождение', 'мистер', 'админ', 'сиська', 'пожалуйста', 'маленький', 'группа', 'таки']",1
['поздравлять'],1
"['гидра', 'доминатус', 'альфария']",0
"['др', 'короть', 'любить', 'сиська']",0
"['др', 'номер', 'пусть', 'большой', 'хороший', 'ты', 'тзинч', 'принести', 'домой']",1
"['должный', 'это', 'сделать']",1
"['сднём', 'рождение', 'здоровье', 'крепкий', 'верный', 'человек', 'рядом', 'деньга']",1
"['маска', 'чёрный', 'кожа', 'лицо', 'божественный', 'совпадение']",1
"['сумасшедший', 'культ', 'полно']",1
"['день', 'рождение']",1
"['день', 'рождение', 'хороший', 'ты', 'сиська', 'мочь', 'жамкать', 'хотеть']",1
"['нытьё', 'внешке', 'лилит', 'бог', 'нытьё', 'минька']",1
"['это', 'битва', 'трансгендер']",0
"['др', 'желать', 'админ', 'сиська']",1
"['блин', 'снести', 'видео', 'канал', 'ютуба', 'пустой', 'случиться']",0
"['ордый', 'ксенос']",0
"['малти', 'иссекайнуться', 'поход']",1
"['левый', 'правый']",1
['ого'],0
"['обычный', 'эльдарский', 'мужчина']",1
"['хто', 'это', 'неужели', 'какой', 'побратим']",0
"['серый', 'рыцарь', 'хватать']",0
"['кулак', 'жв', 'ультра', 'несуна', 'гвардия', 'ворона', 'альфа', 'волк', 'дарка', 'каждый', 'легион', 'соперник', 'ряд', 'хаоситовый']",0
"['вдуть', 'вдуть', 'хотя', 'разница']",0
"['заклятый', 'друг']",1
"['боевой', 'колобок']",1
"['псиный', 'голова', 'шлем']",1
"['орк', 'получиться']",0
"['день', 'рождение', 'сиська']",1
"['ой', 'это', 'красивый', 'сильный', 'женщина', 'чудо', 'новогодний', 'иначе']",1
"['тёмный', 'ангел', 'первый', 'план', 'похожий', 'джим', 'рейнора']",0
"['лола', 'монкей', 'достаться', 'мечтать', 'просто', 'сосать']",1
"['человек', 'спорить', 'новый', 'старый', 'лилит']",1
"['народ', 'кто', 'книга', 'вулкан', 'владыка', 'змий']",1
['др'],1
"['лев', 'тотошка']",0
['одмена'],0
"['днюха', 'хварай', 'поздравлять', 'короче']",1
"['пат', 'ныть', 'кустодия', 'поделить', 'ноль', 'обнаглеть', 'примарис', 'чсв', 'самый', 'упереть', 'карлан', 'момент', 'вырастить', 'воспитать', 'традиция', 'орден', 'дать', 'типичный', 'орден', 'психокорекция', 'причислить', 'орден', 'лишь', 'геносемя', 'вбить', 'почтение']",0
"['сигизмунд', 'воистину', 'сципион', 'карфаген']",0
['депрессия'],1
"['просто', 'поцеловать', 'прекрасный', 'бретонский', 'принц']",1
['гипножаба'],0
"['глаз', 'лизард']",1
['схуднуть'],0
"['саламандра', 'послать', 'нахер']",0
"['болтереть', 'грардос']",0
"['лорд', 'мандамунди']",0
"['эх', 'ксенофилить']",0
"['примерно', 'стул', 'находиться', 'обычно']",1
"['жабка', 'сделать']",0
"['ультр', 'нахождение', 'примарха', 'прописать', 'фишка', 'поддержка', 'моральный', 'дух', 'смертный', 'солдат', 'волков', 'легион', 'также', 'достигнуть', 'значительный', 'успех', 'независимый', 'операция', 'брать', 'руководство', 'вторичный', 'вспомогательный', 'полка', 'ауксилия', 'империалис', 'быть', 'профессиональный', 'отборный', 'подразделение', 'солярный', 'ауксилия', 'старый', 'сотня', 'набрать', 'добровольно', 'насильно', 'недавно', 'привести', 'согласие', 'мир', 'воинство', 'милиция', 'империалис', 'недовольный', 'это', 'плохо', 'подготовить', 'последний', 'случай', 'легион', 'часто', 'прикреплять', 'полка', 'отделение', 'свой', 'воин', 'качество', 'надзиратель', 'дисциплинарный', 'офицер', 'способный', 'вынести', 'приговор', 'трус', 'вдохнуть', 'храбрость', 'пыл', 'бой', 'время', 'воин', 'многий', 'другой', 'легион', 'отмахиваться', 'такой', 'обязанность', 'неподобающий', 'легионести', 'астартёс']",1
"['автор', 'арт', 'просто', 'походить', 'каблук', 'голый', 'нога', 'сохранить', 'равновесие', 'каблук', 'хук', 'быть', 'отвешивать']",1
"['похорошеть', 'сигмаре']",0
"['подумать', 'точка', 'зрение', 'биология', 'эльдарский', 'мужчина', 'женщина', 'похожий', 'человеческий', 'означать', 'провернуть', 'операция', 'смена', 'пол', 'эльдар', 'простой']",1
"['похудеть', 'заняться', 'спорт', 'молодец', 'уважение', 'такой', 'парень']",1
"['саламандра', 'близкий', 'обычный', 'человек', 'волков', 'высокомерие', 'добродушный']",1
"['прелесть', 'меж', 'авторский', 'цикл', 'налицо', 'хотеть', 'туда', 'тянуть', 'волк', 'крадущийся', 'меж', 'звезда', 'это', 'самый', 'больший', 'операция', 'прикрытие', 'легион', 'астартёс', 'выводить', 'скобка', 'альфа', 'легион', 'волк', 'фенрис', 'являть', 'себя', 'доверенный', 'слуга', 'император', 'ксеноцид', 'рангда', 'самоубийственный', 'волчий', 'погибель', 'показательный', 'однако', 'настоящий', 'палач', 'настоящий', 'оружие', 'судный', 'день', 'тёмный', 'ангел', 'напара', 'лев', 'спрятать', 'тень', 'нужный', 'тот', 'быть', 'тень', 'отбрасывать', 'космический', 'волк', 'стать', 'свой', 'род', 'огромный', 'ширма', 'распитие', 'мёд', 'открытость', 'манера', 'этакий', 'свободолюбец', 'показывать', 'близкий', 'человек', 'тот', 'саламандра', 'скорее', 'защитник', 'человек', 'один', 'например', 'взять', 'мстить', 'сын', 'время', 'осада', 'терра', 'легион', 'кхарна', 'витрана', 'мессания', 'свой', 'брат', 'удерживать', 'цитадель', 'вершина', 'львиный', 'врата', 'кровожад', 'броситься', 'иго', 'витрана', 'брат', 'укрепить', 'себя', 'ряд', 'иго', 'стоять', 'они', 'конец', 'кровожад', 'начать', 'тупо', 'давить', 'число', 'мессания', 'вызвать', 'огонь', 'приказать', 'весь', 'отступать', 'причём', 'первый', 'спасаться', 'иго', 'белые', 'консул', 'выигрывать', 'время', 'время', 'выйти', 'брат', 'хватать', 'мочь', 'аккуратно', 'ранить', 'иго', 'бежать', 'они', 'спасать', 'гибель', 'стоять', 'фраза', 'сказать', 'один', 'предатель', 'ересь', 'простой', 'войско', 'ультрамара', 'слишком', 'время', 'проводить', 'ультрамарин', 'тот', 'они', 'возиться', 'глупец', 'бояться', 'серьёзно', 'собираться', 'дать', 'отпор']",1
['альт'],0
"['дать', 'ссылка', 'книга', 'деревянный', 'найти', 'мочь']",0
"['керза', 'собачка', 'узнать']",1
"['волк', 'воодушевлять', 'смертный', 'войско', 'волков', 'свой', 'комиссар']",1
"['подробный', 'этот', 'товарищ', 'узнать', 'группа']",1
"['каблук', 'ярость']",0
['анимэ'],0
"['ядлить', 'демонюк', 'рисовать', 'поле', 'первый', 'пратии', 'чета', 'затормозить']",0
"['мой', 'любимый', 'группа', 'аниме']",1
"['судить', 'тат', 'скинк', 'лапать']",0
"['космический', 'волк', 'ингвар', 'долго', 'размышлять', 'нужный', 'волк', 'русс', 'прыгать', 'корабль', 'улетать', 'неизвестный', 'направление', 'оставить', 'записка', 'слово']",0
['саламандра'],0
"['ептить', 'комикс', 'поскатя', 'иротичный', 'лизардман', 'насиловать', 'амазонка']",0
"['собака', 'хороший', 'друг', 'человек', 'правильно']",1
"['казаться', 'именно', 'это', 'создаваться', 'проект', 'трелистник', 'типо', 'вкп', 'зерь', 'паутина', 'остальной', 'легион', 'самовыпилиться', 'саламандра', 'волк', 'стать', 'защитник', 'человек', 'время', 'альфа', 'легион', 'карать', 'враг', 'скрытно']",1
"['автор', 'скинуть', 'книга', 'электронке', 'пожалуйста', 'мочь', 'найти', 'скачивание', 'узнать', 'автор']",0
"['вспоминать', 'саламандра', 'близкие', 'простой', 'человек', 'забывать', 'гвардия', 'ворона']",1
"['ксенофил', 'асуждавать']",0
"['йня', 'это', 'храмовник', 'расчленитель', 'соседний', 'фланг', 'это', 'скукота']",0
"['это', 'женщина']",1
"['думать', 'первый', 'капитан', 'волк', 'конец', 'эх']",0
"['дать', 'сотня', 'космический', 'десантник', 'это', 'невозможно', 'дать', 'тысяча', 'другой', 'солдат', 'рогала', 'дорн', 'пока', 'другой', 'смертный', 'солдат', 'считать']",0
"['воздух', 'предательство', 'пропахнуть']",0
"['сфотая', 'типо', 'повелитель', 'калибан']",0
['лютереть'],0
"['лютереть', 'чуять', 'сердце', 'скоро', 'всплыть', 'быть', 'надеяться']",1
['спойлер'],0
"['шутка', 'лютереть', 'лоялист', 'лев', 'предатель']",0
"['адмена', 'етитьт', 'запостить', 'ламия', 'тянка', 'ожидать', 'быть', 'дрочить', 'ошибаться', 'наивный', 'дурак', 'сланее', 'расчехлить', 'пневмопиха']",1
"['хотеть', 'любовь', 'выйти', 'песня', 'сторонник', 'лютер', 'название', 'сожаление', 'сохраниться']",0
"['сменяться', 'другой', 'великий', 'магистр', 'который', 'допрашивать', 'лютер', 'протяжение', 'век', 'становиться', 'фанатичный', 'лютереть', 'видеть', 'тёмный', 'ангел', 'отдаляться', 'свой', 'образ', 'время', 'великий', 'крестовый', 'поход', 'лютереть', 'пытаться', 'сообщить', 'хотеть', 'слушать', 'первый', 'падший', 'диалог', 'каждый', 'магистр', 'лютер', 'пикт', 'цвет']",1
['годнота'],0
"['лицо', 'знакомый']",1
"['эрести', 'тифон', 'отметиться', 'подтвердить', 'свой', 'почётный', 'титул']",0
"['картинка', 'лайкнуть']",1
"['новый', 'порция', 'унижение', 'тот']",1
"['поход', 'чсв', 'обидчивость', 'воин', 'астартёс', 'геносемя', 'вживлять', 'пустить', 'мальчик', 'воевать', 'лола']",1
"['это', 'блин', 'бред', 'похоже', 'высасывание', 'очередной', 'это', 'поворот', 'палец', 'короче', 'быть', 'тот', 'собирать', 'красивый', 'бэковый', 'армия', 'стать', 'какой', 'обсоса', 'нытик', 'лев', 'донна', 'кармелита', 'баня', 'быть', 'хаос', 'гонять', 'прийти', 'стол', 'примариса', 'бэковость', 'игра']",0
"['лютереть', 'использовать', 'колдовство', 'нечестивый', 'татуха', 'помочь', 'выстоять', 'против', 'библиария', 'компания', 'начать', 'захватывать', 'калибан']",1
"['лютереть', 'спасти', 'хранить', 'слушать', 'вместе', 'сайфер', 'последний', 'калибанский', 'зверь', 'читать', 'демон', 'варпа', 'еретик', 'мозг', 'кость', 'редакция', 'аббадон', 'раскаяться', 'примарис', 'дать', 'увидеть', 'клоунада']",1
"['первый', 'часть', 'спойлер']",0
"['эрести', 'тифон', 'желать', 'оформить', 'подписка', 'журнал', 'варпа', 'годовой', 'обречь', 'душа']",1
"['удивительно', 'рассказ', 'фарангейт', 'сжигать', 'книга', 'видимо', 'знать', 'варп', 'хаос']",0
"['пускай', 'лютереть', 'рассказывать', 'добродетить', 'азраил', 'друг', 'место', 'пока', 'жиллиман', 'биться', 'менее', 'отчаянно', 'имперский', 'бюрократия', 'хаосит', 'товарищ', 'азраил', 'использовать', 'недовольство', 'примарх', 'копить', 'сила', 'проталкивать', 'свой', 'агент', 'влияние', 'наводить', 'мост', 'любой', 'чиновник', 'кто', 'власть', 'использовать', 'свой', 'круг', 'примарис', 'манипулировать', 'недовольство', 'бич', 'примарха', 'верховный', 'совет', 'терра', 'хотеть', 'пролезть', 'это', 'нужно', 'честной', 'слуга', 'император', 'немного', 'мало', 'способный', 'дать', 'отпор', 'робаут', 'оказаться', 'предатель', 'галактика', 'гореть', 'великий', 'разлом', 'расколоть', 'небо', 'лес', 'дрова', 'азраил', 'творить', 'ходить', 'расследовать', 'предательство', 'другой', 'тёмный', 'ангел', 'пунктик', 'слово', 'предательство', 'лола', 'это', 'серый', 'рыцарь', 'знать', 'мочь', 'оказаться', 'опасность', 'глубокий', 'раскопать', 'азраил', 'к', 'лул']",1
"['суть', 'свой', 'хорусый']",0
['круто'],1
"['книга', 'описать', 'кто', 'лютереть', 'сбежать']",1
"['один', 'спойлер', 'ошибка', 'правильный', 'вариант', 'азраил', 'также', 'показать', 'самый', 'рассеянный', 'командир', 'тёмный', 'ангел', 'последний', 'несколько', 'тысячелетие', 'лютереть', 'сбегать', 'размышлять', 'азраил', 'забывчивость', 'оставить', 'дверь', 'камера', 'открытый']",1
"['действительно', 'большой', 'добро']",1
"['аппетитный', 'ересь']",1
"['однозначный', 'благо']",1
